anime_id,name,type,episodes,rating,token
18465,Genshiken Nidaime,TV,13,7.56,genshiken nidaim comedi parodi slice of life tv
852,Gokinjo Monogatari,TV,50,7.56,gokinjo monogatari comedi drama romanc slice of life tv
9865,Hetalia Axis Powers Fan Disc,OVA,3,7.56,hetalia axi power fan disc comedi histor parodi ova
6399,Higashi no Eden: Falling Down,Music,1,7.56,higashi no eden: fall down music music
3652,Higurashi no Naku Koro ni Rei,OVA,5,7.56,higurashi no naku koro ni rei comedi mysteri psycholog supernatur thriller ova
22763,Kara no Kyoukai: Mirai Fukuin - Extra Chorus,Special,1,7.56,kara no kyoukai: mirai fukuin - extra choru drama mysteri seinen supernatur special
5710,Keroro Gunsou Movie 4: Gekishin Dragon Warriors de Arimasu!,Movie,1,7.56,keroro gunsou movi 4: gekishin dragon warrior de arimasu! comedi movi
1091,Mobile Suit Gundam II: Soldiers of Sorrow,Movie,1,7.56,mobil suit gundam ii: soldier of sorrow action drama mecha militari sci-fi space movi
7877,"Momoko, Kaeru no Uta ga Kikoeru yo.",Movie,1,7.56,momoko kaeru no uta ga kikoeru yo. drama school slice of life movi
28149,Nihon Animator Mihonichi,ONA,35,7.56,nihon anim mihonichi action dementia ecchi fantasi mecha militari music school sci-fi space supernatur ona
34136,Orange: Mirai,Movie,1,7.56,orange: mirai drama romanc school sci-fi shoujo movi
131,Saiyuuki Reload Gunlock,TV,26,7.56,saiyuuki reload gunlock action adventur comedi fantasi shoujo tv
879,Simoun,TV,26,7.56,simoun drama magic militari romanc shoujo ai tv
1642,Sugar Sugar Rune,TV,51,7.56,sugar sugar rune fantasi magic shoujo tv
5712,Tanoshii Muumin Ikka Bouken Nikki,TV,26,7.56,tanoshii muumin ikka bouken nikki adventur fantasi kid slice of life tv
14189,Tasogare Otome x Amnesia: Taima Otome,Special,1,7.56,tasogar otom x amnesia: taima otom horror mysteri romanc school shounen supernatur special
885,Tenshi no Tamago,OVA,1,7.56,tenshi no tamago dementia drama fantasi ova
3974,Tetsuwan Birdy Decode,TV,13,7.56,tetsuwan birdi decod action comedi sci-fi tv
9047,Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato desukara,OVA,1,7.56,toaru kagaku no railgun: misaka-san wa ima chuumoku no mato desukara action sci-fi super power ova
2203,Waga Seishun no Arcadia: Mugen Kidou SSX,TV,22,7.56,waga seishun no arcadia: mugen kidou ssx action adventur drama sci-fi space tv
156,X,TV,24,7.56,x action drama fantasi magic romanc shoujo super power tv
29,Zipang,TV,26,7.56,zipang action drama histor militari sci-fi seinen tv
12149,AKB0048,TV,13,7.55,akb0048 music sci-fi tv
18893,Aoki Hagane no Arpeggio: Ars Nova,TV,12,7.55,aoki hagan no arpeggio: ar nova action sci-fi seinen tv
11633,Blood Lad,TV,10,7.55,blood lad action comedi demon seinen supernatur vampir tv
17269,Captain Harlock,Movie,1,7.56,captain harlock action drama sci-fi space movi
1476,City Hunter: Hyakuman Dollar no Inbou,OVA,1,7.55,citi hunter: hyakuman dollar no inbou action comedi mysteri shounen ova
15201,Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku Kara,Movie,1,7.55,code geass: boukoku no akito 4 - nikushimi no kioku kara action mecha militari movi
26349,Danna ga Nani wo Itteiru ka Wakaranai Ken,TV,13,7.55,danna ga nani wo itteiru ka wakaranai ken comedi seinen slice of life tv
17641,Date A Live: Date to Date,OVA,1,7.55,date a live: date to date comedi harem romanc school sci-fi ova
25389,Dragon Ball Z Movie 15: Fukkatsu no F,Movie,1,7.55,dragon ball z movi 15: fukkatsu no f action adventur comedi fantasi martial art shounen super power movi
6783,ef: A Tale of Memories. - Recollections,Special,1,7.55,ef: a tale of memories. - recollect drama mysteri romanc special
32930,Fairy Tail OVA (2016),OVA,3,7.55,fairi tail ova (2016) comedi ecchi fantasi magic shounen ova
6291,Full Metal Panic! The Second Raid Episode 000,Special,1,7.55,full metal panic! the second raid episod 000 action adventur mecha militari special
27631,God Eater,TV,13,7.55,god eater action fantasi militari sci-fi tv
134,Gunslinger Girl,TV,13,7.55,gunsling girl action drama militari psycholog sci-fi tv
5929,Hi no Ame ga Furu,Movie,1,7.55,hi no ame ga furu drama histor movi
28825,Himouto! Umaru-chan,TV,12,7.55,himouto! umaru-chan comedi school seinen slice of life tv
5291,Hokuto no Ken Zero: Kenshirou Den,Movie,1,7.55,hokuto no ken zero: kenshir den martial art movi
12679,Joshiraku,TV,13,7.55,joshiraku comedi slice of life tv
9366,Kaichou wa Maid-sama!: Omake dayo!,Special,1,7.55,kaichou wa maid-sama!: omak dayo! comedi school shoujo special
1021,Kaikan Phrase,TV,44,7.55,kaikan phrase drama music romanc shoujo tv
6707,Kuroshitsuji II,TV,12,7.55,kuroshitsuji ii action comedi demon fantasi shounen supernatur tv
207,Lodoss-tou Senki,OVA,13,7.55,lodoss-t senki action adventur fantasi magic shounen supernatur ova
1424,Lupin III: Otakara Henkyaku Daisakusen!!,Special,1,7.55,lupin iii: otakara henkyaku daisakusen!! adventur comedi shounen special
3468,Maria-sama ga Miteru Specials,Special,7,7.55,maria-sama ga miteru special drama romanc school shoujo shoujo ai slice of life special
2518,Masuda Kousuke Gekijou Gag Manga Biyori 2,TV,12,7.55,masuda kousuk gekij gag manga biyori 2 comedi tv
1241,Mobile Suit Gundam Seed Destiny Final Plus: The Chosen Future,OVA,1,7.55,mobil suit gundam seed destini final plus: the chosen futur drama mecha militari sci-fi space ova
32792,Mobile Suit Gundam Unicorn RE:0096,TV,22,7.56,mobil suit gundam unicorn re:0096 action drama mecha militari sci-fi space tv
5252,One Piece: Romance Dawn Story,OVA,1,7.55,one piece: romanc dawn stori action comedi fantasi shounen super power ova
19221,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",TV,10,7.55,ore no nounai sentakushi ga gakuen love comedi wo zenryoku de jama shiteiru comedi romanc school tv
165,RahXephon,TV,26,7.55,rahxephon action drama mecha music mysteri psycholog romanc sci-fi tv
13267,Shinryaku!! Ika Musume,OVA,3,7.55,shinryaku!! ika musum comedi shounen slice of life ova
25,Sunabouzu,TV,24,7.55,sunabouzu action adventur comedi ecchi sci-fi shounen tv
5538,Tegamibachi: Hikari to Ao no Gensou Yawa,Special,1,7.55,tegamibachi: hikari to ao no gensou yawa adventur fantasi shounen slice of life supernatur special
24365,Tonari no Seki-kun Specials,Special,2,7.55,tonari no seki-kun special comedi school seinen special
2129,True Tears,TV,13,7.55,true tear drama romanc school tv
8481,&quot;Bungaku Shoujo&quot; Memoire,OVA,3,7.54,&quot;bungaku shoujo&quot; memoir drama romanc school ova
1050,Bobobo-bo Bo-bobo,TV,76,7.54,bobobo-bo bo-bobo adventur comedi sci-fi shounen tv
1222,Bokura ga Ita,TV,26,7.54,bokura ga ita drama romanc shoujo slice of life tv
1069,Chou Denji Machine Voltes V,TV,40,7.54,chou denji machin volt v action adventur drama mecha sci-fi shounen tv
13349,Chouyaku Hyakuninisshu: Uta Koi.,TV,13,7.54,chouyaku hyakuninisshu: uta koi. histor josei romanc tv
23359,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu Picture Drama,Special,1,7.54,code geass: boukoku no akito 2 - hikisakareshi yokuryuu pictur drama action comedi militari special
15583,Date A Live,TV,12,7.54,date a live comedi harem mecha romanc school sci-fi tv
5096,Doraemon Movie 28: Nobita to Midori no Kyojin Den,Movie,1,7.54,doraemon movi 28: nobita to midori no kyojin den adventur comedi fantasi kid shounen movi
906,Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Goku ga Yaraneba Dare ga Yaru,Movie,1,7.54,dragon ball z movi 13: ryuuken bakuhatsu!! goku ga yaraneba dare ga yaru adventur comedi fantasi sci-fi shounen movi
18393,Fairy Tail x Rave,OVA,1,7.54,fairi tail x rave action adventur comedi fantasi magic shounen ova
1391,Future GPX Cyber Formula,TV,37,7.54,futur gpx cyber formula adventur sci-fi shounen sport tv
2037,Hime-chan no Ribbon,TV,61,7.54,hime-chan no ribbon comedi fantasi magic romanc school shoujo tv
1773,Hokuto no Ken: Raoh Gaiden Junai-hen,Movie,1,7.54,hokuto no ken: raoh gaiden junai-hen action adventur martial art movi
5228,Initial D Extra Stage 2,OVA,1,7.54,initi d extra stage 2 action car drama seinen sport ova
389,Karas,OVA,6,7.54,kara action fantasi sci-fi ova
3199,Nanatsu no Umi no Tico,TV,39,7.54,nanatsu no umi no tico adventur slice of life tv
9124,Ookiku Furikabutte: Natsu no Taikai-hen Special,Special,1,7.54,ookiku furikabutte: natsu no taikai-hen special comedi sport special
327,Puchi Puri Yuushi,TV,26,7.54,puchi puri yuushi comedi fantasi magic shoujo tv
130,Saiyuuki Reload,TV,25,7.54,saiyuuki reload action adventur comedi drama fantasi shoujo tv
2216,Shigurui,TV,12,7.54,shigurui action drama histor martial art samurai seinen tv
31680,Super Lovers,TV,10,7.54,super lover comedi drama romanc shounen ai slice of life tv
15731,Tamayura: More Aggressive,TV,12,7.54,tamayura: more aggress comedi drama slice of life tv
696,Tenchi Muyou!,TV,26,7.54,tenchi muyou! comedi harem romanc sci-fi shounen space tv
12015,Tiger &amp; Bunny Movie 1: The Beginning,Movie,1,7.54,tiger &amp; bunni movi 1: the begin action comedi mysteri super power movi
11553,Toradora!: Bentou no Gokui,Special,1,7.54,toradora!: bentou no gokui comedi romanc school slice of life special
181,Vandread: The Second Stage,TV,13,7.54,vandread: the second stage action ecchi mecha sci-fi shounen space tv
2608,Wangan Midnight,TV,26,7.54,wangan midnight action car seinen sport tv
1327,Aoki Densetsu Shoot!,TV,58,7.53,aoki densetsu shoot! action comedi drama romanc school shounen sport tv
2922,Ashita no Joe 2 (Movie),Movie,1,7.53,ashita no joe 2 (movie) drama sport movi
4037,Cowboy Bebop: Yose Atsume Blues,Special,1,7.53,cowboy bebop: yose atsum blue action adventur comedi drama sci-fi space special
24625,Gundam Build Fighters Try,TV,25,7.53,gundam build fighter tri action mecha sci-fi tv
8768,Hiyokoi,Special,1,7.53,hiyokoi romanc school shoujo special
256,Hoshi no Koe,OVA,1,7.53,hoshi no koe drama mecha romanc sci-fi space ova
16009,Kamisama no Inai Nichiyoubi,TV,12,7.53,kamisama no inai nichiyoubi fantasi mysteri tv
435,Magic Knight Rayearth,TV,20,7.53,magic knight rayearth adventur comedi drama fantasi magic mecha romanc shoujo tv
10110,Mayo Chiki!,TV,13,7.53,mayo chiki! comedi ecchi harem romanc school tv
8246,Naruto: Shippuuden Movie 4 - The Lost Tower,Movie,1,7.53,naruto: shippuuden movi 4 - the lost tower action comedi martial art shounen super power movi
1203,Nitaboh,Movie,1,7.53,nitaboh histor music movi
770,Pale Cocoon,OVA,1,7.53,pale cocoon drama sci-fi ova
11499,Sankarea,TV,12,7.53,sankarea comedi ecchi horror romanc shounen supernatur tv
29786,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,TV,12,7.53,shimoneta to iu gainen ga sonzai shinai taikutsu na sekai comedi ecchi school tv
959,Shin Chou Kyou Ryo: Condor Hero,TV,26,7.53,shin chou kyou ryo: condor hero adventur drama histor romanc tv
10294,Towa no Quon 1: Utakata no Kaben,Movie,1,7.53,towa no quon 1: utakata no kaben action super power supernatur movi
10713,Towa no Quon 2: Konton no Ranbu,Movie,1,7.53,towa no quon 2: konton no ranbu action mysteri super power supernatur movi
28285,Trinity Seven OVA,OVA,1,7.53,triniti seven ova action comedi ecchi fantasi harem magic romanc school supernatur ova
10798,UN-GO,TV,11,7.53,un-go mysteri supernatur tv
12711,Uta no☆Prince-sama♪ Maji Love 2000%,TV,13,7.53,uta no☆prince-sama♪ maji love 2000% comedi harem music romanc school shoujo tv
4752,Vampire Knight Guilty,TV,13,7.53,vampir knight guilti drama mysteri romanc shoujo supernatur vampir tv
183,Whistle!,TV,39,7.53,whistle! school shounen sport tv
798,Yomigaeru Sora: Rescue Wings,TV,12,7.53,yomigaeru sora: rescu wing drama militari seinen tv
28771,Yu☆Gi☆Oh!: The Dark Side of Dimensions,Movie,1,7.53,yu☆gi☆oh!: the dark side of dimens adventur game shounen movi
5251,Angel Densetsu,OVA,2,7.52,angel densetsu action comedi school ova
68,Black Cat,TV,23,7.52,black cat adventur comedi sci-fi shounen super power tv
2553,Flanders no Inu,TV,52,7.52,flander no inu drama histor slice of life tv
13335,Fuse: Teppou Musume no Torimonochou,Movie,1,7.52,fuse: teppou musum no torimonoch action drama histor supernatur movi
1392,Future GPX Cyber Formula 11,OVA,6,7.52,futur gpx cyber formula 11 drama sci-fi shounen sport ova
19193,Ghost in the Shell: Arise - Border:3 Ghost Tears,Movie,1,7.52,ghost in the shell: aris - border:3 ghost tear mecha polic psycholog sci-fi movi
506,Glass no Kamen,TV,23,7.52,glass no kamen drama romanc shoujo tv
20903,Harmonie,Movie,1,7.52,harmoni drama school supernatur movi
142,Kamikaze Kaitou Jeanne,TV,44,7.52,kamikaz kaitou jeann adventur comedi demon drama fantasi magic mysteri romanc shoujo tv
1004,Kanojo to Kanojo no Neko,OVA,1,7.52,kanojo to kanojo no neko drama psycholog romanc slice of life ova
10918,Kowarekake no Orgel (Movie),Movie,1,7.52,kowarekak no orgel (movie) drama music sci-fi slice of life movi
3358,Kure-nai,TV,12,7.52,kure-nai comedi drama martial art tv
76,Mahou Shoujo Lyrical Nanoha,TV,13,7.52,mahou shoujo lyric nanoha action comedi drama magic super power tv
32698,Monster Musume no Iru Nichijou OVA,OVA,2,7.52,monster musum no iru nichij ova comedi ecchi fantasi harem romanc seinen ova
31722,Nanatsu no Taizai: Seisen no Shirushi,TV,4,7.52,nanatsu no taizai: seisen no shirushi action adventur ecchi fantasi shounen supernatur tv
31414,Nijiiro Days,TV,24,7.52,nijiiro day comedi romanc school shoujo slice of life tv
353,Ojamajo Doremi Dokkaan!,TV,51,7.52,ojamajo doremi dokkaan! comedi magic shoujo tv
1060,Oruchuban Ebichu,TV,24,7.52,oruchuban ebichu comedi ecchi seinen tv
10178,Otona Joshi no Anime Time,Special,4,7.52,otona joshi no anim time drama josei slice of life special
19369,Outbreak Company,TV,12,7.52,outbreak compani comedi fantasi harem parodi tv
14267,Persona 4 the Animation: The Factor of Hope,Movie,1,7.52,persona 4 the animation: the factor of hope adventur mysteri school super power supernatur movi
19291,Pokemon XY,TV,93,7.52,pokemon xy action adventur comedi fantasi kid tv
792,Ranma ½: Kessen Tougenkyou! Hanayome wo Torimodose!,Movie,1,7.52,ranma ½: kessen tougenkyou! hanayom wo torimodose! adventur comedi shounen movi
3674,Sayonara Zetsubou Sensei Jo: Zetsubou Shoujo Senshuu,Special,1,7.52,sayonara zetsub sensei jo: zetsub shoujo senshuu comedi parodi school special
167,Scrapped Princess,TV,24,7.52,scrap princess adventur comedi drama fantasi mecha sci-fi shounen tv
5909,Seitokai no Ichizon,TV,12,7.52,seitokai no ichizon comedi harem parodi school tv
24037,Selector Spread WIXOSS,TV,12,7.52,selector spread wixoss game psycholog tv
5233,Slayers Evolution-R,TV,13,7.52,slayer evolution-r adventur comedi fantasi tv
2014,Taiho Shichau zo: Second Season,TV,26,7.52,taiho shichau zo: second season action comedi polic shounen tv
24459,Tales of Zestiria: Doushi no Yoake,Special,1,7.52,tale of zestiria: doushi no yoak fantasi special
1006,Tenchi Muyou! in Love,Movie,1,7.52,tenchi muyou! in love action comedi romanc school sci-fi shounen space movi
27899,Tokyo Ghoul √A,TV,12,7.52,tokyo ghoul √a action drama horror mysteri psycholog seinen supernatur tv
3972,Yu☆Gi☆Oh! 5D&#039;s,TV,154,7.52,yu☆gi☆oh! 5d&#039; action game shounen tv
25519,Yuuki Yuuna wa Yuusha de Aru,TV,12,7.52,yuuki yuuna wa yuusha de aru drama fantasi magic slice of life tv
30869,Ajin Part 2: Shoutotsu,Movie,1,7.51,ajin part 2: shoutotsu action horror mysteri seinen supernatur movi
1536,Busou Renkin,TV,26,7.51,busou renkin action comedi fantasi school shounen supernatur tv
1475,City Hunter: Bay City Wars,Movie,1,7.51,citi hunter: bay citi war action comedi mysteri shounen movi
13837,Detective Conan Bonus File: Fantasista Flower,OVA,1,7.51,detect conan bonu file: fantasista flower comedi mysteri polic shounen sport ova
10703,Detective Conan OVA 11: A Secret Order from London,OVA,1,7.51,detect conan ova 11: a secret order from london adventur comedi mysteri polic shounen ova
2672,Doraemon Movie 05: Nobita no Makai Daibouken,Movie,1,7.51,doraemon movi 05: nobita no makai daibouken fantasi movi
23311,Garo: Honoo no Kokuin,TV,24,7.51,garo: honoo no kokuin action demon fantasi magic supernatur tv
1852,Hidamari Sketch,TV,12,7.51,hidamari sketch comedi school slice of life tv
2228,Honoo no Toukyuuji: Dodge Danpei,TV,47,7.51,honoo no toukyuuji: dodg danpei comedi sport tv
15591,Joshiraku OVA,OVA,1,7.51,joshiraku ova comedi slice of life ova
1808,Kamichama Karin,TV,26,7.51,kamichama karin comedi fantasi magic romanc school shoujo tv
489,Kamichu!,TV,12,7.51,kamichu! comedi drama slice of life supernatur tv
2286,Little Nemo,Movie,1,7.51,littl nemo adventur fantasi movi
2954,Maria-sama ga Miteru 3rd Specials,Special,5,7.51,maria-sama ga miteru 3rd special comedi special
3469,Maria-sama ga Miteru: Haru Specials,Special,6,7.51,maria-sama ga miteru: haru special drama romanc school shoujo shoujo ai slice of life special
8460,Mirai Nikki,OVA,1,7.51,mirai nikki action shounen supernatur ova
2929,Moonlight Mile 2nd Season: Touch Down,TV,14,7.51,moonlight mile 2nd season: touch down adventur drama sci-fi space tv
31,Neon Genesis Evangelion: Death &amp; Rebirth,Movie,1,7.51,neon genesi evangelion: death &amp; rebirth drama mecha psycholog sci-fi movi
1212,Oban Star-Racers,TV,26,7.51,oban star-rac adventur mecha sci-fi shounen tv
11179,Papa no Iukoto wo Kikinasai!,TV,12,7.51,papa no iukoto wo kikinasai! comedi romanc slice of life tv
9959,Raiyantsuuri no Uta,Movie,1,7.51,raiyantsuuri no uta drama histor movi
12067,Rurouni Kenshin Special,Special,1,7.51,rurouni kenshin special action histor romanc samurai special
2903,Sakigake!! Otokojuku,TV,34,7.51,sakigake!! otokojuku action comedi martial art school shounen tv
2254,Sentou Mecha Xabungle,TV,50,7.51,sentou mecha xabungl mecha militari sci-fi shounen tv
960,Shin Chou Kyou Ryo: Condor Hero II,TV,26,7.51,shin chou kyou ryo: condor hero ii adventur drama histor romanc tv
1577,Taiho Shichau zo,OVA,4,7.51,taiho shichau zo action comedi polic seinen ova
5667,To LOVE-Ru OVA,OVA,6,7.51,to love-ru ova comedi ecchi harem school sci-fi shounen ova
4189,Winter Sonata,TV,26,7.51,winter sonata drama romanc tv
33094,WWW.Working!!,TV,13,7.51,www.working!! comedi slice of life tv
21435,Yama no Susume Second Season,TV,24,7.51,yama no susum second season adventur comedi slice of life tv
11701,Another: The Other - Inga,OVA,1,7.5,another: the other - inga horror mysteri thriller ova
1589,Bartender,TV,11,7.5,bartend drama seinen slice of life tv
9340,Cheburashka,Movie,1,7.5,cheburashka comedi movi
7972,Chi&#039;s Sweet Home OVA,OVA,1,7.5,chi&#039; sweet home ova comedi kid slice of life ova
2817,Cinderella Monogatari,TV,26,7.5,cinderella monogatari adventur fantasi kid romanc tv
19163,Date A Live II,TV,10,7.5,date a live ii comedi harem mecha romanc school sci-fi tv
1684,Dotto Koni-chan,TV,26,7.5,dotto koni-chan comedi tv
9135,Fullmetal Alchemist: The Sacred Star of Milos,Movie,1,7.5,fullmet alchemist: the sacr star of milo action adventur comedi drama fantasi magic militari shounen movi
25183,Gangsta.,TV,12,7.5,gangsta. action drama seinen tv
23703,Gatchaman Crowds: Embrace,Special,1,7.5,gatchaman crowds: embrac adventur sci-fi special
10870,Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi (TV),TV,12,7.5,ghost in the shell: stand alon complex - tachikoma na hibi (tv) comedi mecha sci-fi tv
1825,Hadashi no Gen 2,Movie,1,7.5,hadashi no gen 2 drama histor shounen movi
31158,Hetalia: The World Twinkle Specials,Special,3,7.5,hetalia: the world twinkl special comedi histor parodi special
31665,Hibike! Euphonium: Kakedasu Monaka,Special,1,7.5,hibike! euphonium: kakedasu monaka drama music school special
2204,Karakuri Zoushi Ayatsuri Sakon,TV,26,7.5,karakuri zoushi ayatsuri sakon horror mysteri thriller tv
1691,Kaze no Stigma,TV,24,7.5,kaze no stigma action fantasi magic romanc shounen tv
31227,Kindaichi Shounen no Jikenbo Returns 2nd Season,TV,22,7.5,kindaichi shounen no jikenbo return 2nd season mysteri shounen tv
31952,Kono Bijutsubu ni wa Mondai ga Aru!,TV,12,7.5,kono bijutsubu ni wa mondai ga aru! comedi romanc school tv
1426,Lupin III: Part III,TV,50,7.5,lupin iii: part iii action adventur comedi shounen tv
10624,Mardock Scramble: The Second Combustion,Movie,1,7.5,mardock scramble: the second combust action psycholog sci-fi movi
520,Marmalade Boy Movie,Movie,1,7.5,marmalad boy movi romanc shoujo movi
3342,Mnemosyne: Mnemosyne no Musume-tachi,TV,6,7.5,mnemosyne: mnemosyn no musume-tachi action horror sci-fi shoujo ai supernatur tv
6325,Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,Movie,1,7.5,naruto: shippuuden movi 3 - hi no ishi wo tsugu mono action comedi martial art shounen super power movi
27787,Nisekoi:,TV,12,7.5,nisekoi: comedi harem romanc school shounen tv
3965,Nodame Cantabile Special,Special,1,7.5,nodam cantabil special comedi josei romanc slice of life special
32051,One Piece: Adventure of Nebulandia,Special,1,7.5,one piece: adventur of nebulandia action adventur comedi fantasi shounen super power special
1010,Ranma ½: Chou Musabetsu Kessen! Ranma Team vs. Densetsu no Houou,Movie,1,7.5,ranma ½: chou musabetsu kessen! ranma team vs. densetsu no houou action adventur comedi martial art shounen supernatur movi
13429,Sakasama no Patema: Beginning of the Day,Special,4,7.5,sakasama no patema: begin of the day sci-fi special
399,Seikai no Senki Special,Special,1,7.5,seikai no senki special action militari romanc sci-fi space special
5947,Tengen Toppa Gurren Lagann Movie: Lagann-hen Special - Viral no Amai Yume,OVA,1,7.5,tengen toppa gurren lagann movie: lagann-hen special - viral no amai yume comedi ova
8115,Uchuu Show e Youkoso,Movie,1,7.5,uchuu show e youkoso adventur fantasi space movi
2126,Yuu☆Yuu☆Hakusho: Eizou Hakusho II,OVA,4,7.5,yuu☆yuu☆hakusho: eizou hakusho ii action adventur comedi shounen supernatur ova
7870,Baka to Test to Shoukanjuu Specials,Special,6,7.49,baka to test to shoukanjuu special comedi magic school special
10396,Ben-To,TV,12,7.49,ben-to action comedi martial art tv
16592,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,TV,13,7.49,danganronpa: kibou no gakuen to zetsub no koukousei the anim action horror mysteri psycholog tv
29067,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,TV,13,7.49,danna ga nani wo itteiru ka wakaranai ken 2 sure-m comedi seinen slice of life tv
501,Doraemon,TV,26,7.49,doraemon adventur comedi fantasi kid shounen tv
17535,Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa,Special,1,7.49,fairi tail movi 1: houou no miko - hajimari no asa fantasi magic shounen special
9032,Inazuma Eleven: Saikyou Gundan Ogre Shuurai,Movie,1,7.49,inazuma eleven: saikyou gundan ogr shuurai shounen sport super power movi
1878,Kaze no Shoujo Emily,TV,26,7.49,kaze no shoujo emili drama histor shoujo tv
9213,Kowarekake no Orgel,OVA,1,7.49,kowarekak no orgel drama music sci-fi slice of life ova
16353,Love Lab,TV,13,7.49,love lab comedi romanc school tv
30829,Love Live! School Idol Project 2nd Season Recap,OVA,1,7.5,love live! school idol project 2nd season recap music school slice of life ova
3268,Mai-Otome 0: S.ifr,OVA,3,7.49,mai-otom 0: s.ifr sci-fi ova
2460,Maison Ikkoku: Kanketsu-hen,Movie,1,7.49,maison ikkoku: kanketsu-hen comedi drama romanc movi
2253,Mazinger Z,TV,92,7.49,mazing z action drama mecha sci-fi shounen tv
1238,One Piece: Mamore! Saigo no Dai Butai,Special,1,7.49,one piece: mamore! saigo no dai butai adventur comedi fantasi shounen special
8769,Ore no Imouto ga Konnani Kawaii Wake ga Nai,TV,12,7.49,ore no imouto ga konnani kawaii wake ga nai comedi seinen slice of life tv
6896,Pandora Hearts Specials,Special,9,7.49,pandora heart special comedi special
11835,Qin Shiming Yue Zhi: Zhu Zi Bai Jia,TV,34,7.49,qin shime yue zhi: zhu zi bai jia action fantasi histor martial art tv
16123,Saki Zenkoku-hen,TV,13,7.49,saki zenkoku-hen game school slice of life tv
30187,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,TV,12,7.49,sakurako-san no ashimoto ni wa shitai ga umatteiru mysteri tv
15751,Senyuu.,TV,13,7.49,senyuu. action comedi fantasi parodi shounen tv
6572,Shakugan no Shana S,OVA,4,7.49,shakugan no shana s action drama fantasi romanc school supernatur ova
2585,Soukou Kihei Votoms: Red Shoulder Document - Yabou no Roots,OVA,1,7.49,soukou kihei votoms: red shoulder document - yabou no root drama mecha militari sci-fi ova
560,Soukyuu no Fafner: Right of Left - Single Program,Special,1,7.49,soukyuu no fafner: right of left - singl program action drama mecha militari sci-fi special
23725,Strike Witches: Operation Victory Arrow,OVA,3,7.49,strike witches: oper victori arrow action ecchi magic militari sci-fi ova
21737,"Tamayura: More Aggressive - Tsuitachi dake no Shuugakuryokou, Nanode",Special,1,7.49,tamayura: more aggress - tsuitachi dake no shuugakuryok nanod comedi drama slice of life special
1146,Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!,OVA,1,7.49,tenchi muyou! ryououki: omatsuri zenjitsu no yoru! comedi harem romanc sci-fi shounen ova
10629,Tibet Inu Monogatari,Movie,1,7.49,tibet inu monogatari adventur movi
2820,Time Travel Tondekeman!,TV,39,7.49,time travel tondekeman! action adventur comedi kid tv
113,Uchuu no Stellvia,TV,26,7.49,uchuu no stellvia action romanc sci-fi space tv
970,Yokoyama Mitsuteru Sangokushi,TV,47,7.49,yokoyama mitsuteru sangokushi adventur histor tv
18177,Yowamushi Pedal: Special Ride,OVA,1,7.49,yowamushi pedal: special ride comedi drama shounen sport ova
2548,Ai no Wakakusa Monogatari,TV,48,7.48,ai no wakakusa monogatari drama histor slice of life tv
101,Air,TV,13,7.48,air drama romanc slice of life supernatur tv
103,Akazukin Chacha,TV,74,7.48,akazukin chacha adventur comedi fantasi magic romanc shoujo tv
15927,Carnival Phantasm: HibiChika Special,Special,1,7.48,carniv phantasm: hibichika special comedi supernatur special
3744,Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen,Movie,1,7.48,crayon shin-chan movi 10: arashi wo yobu appare! sengoku daikassen drama histor kid romanc samurai movi
6880,Deadman Wonderland,TV,12,7.48,deadman wonderland action horror sci-fi tv
484,Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,Movie,1,7.48,gensoumaden saiyuuki movie: requiem - erabarezaru mono e no chinkonka adventur shounen supernatur movi
476,Ginban Kaleidoscope,TV,12,7.48,ginban kaleidoscop drama romanc sport tv
14811,GJ-bu,TV,12,7.48,gj-bu comedi school slice of life tv
242,Gokusen,TV,13,7.48,gokusen comedi drama josei school slice of life tv
9931,Happy Birthday: Inochi Kagayaku Toki,Movie,1,7.48,happi birthday: inochi kagayaku toki drama kid slice of life movi
33241,Honobono Log,TV,10,7.48,honobono log romanc slice of life tv
31499,Huyao Xiao Hongniang,ONA,13,7.48,huyao xiao hongniang comedi romanc ona
9938,Ikoku Meiro no Croisée The Animation,TV,12,7.48,ikoku meiro no croisé the anim histor seinen slice of life tv
822,Initial D Extra Stage,OVA,2,7.48,initi d extra stage action car drama seinen sport ova
